timestamp,event_id,user_id,user_name,event_type,ip_address,device_id,success,failure_reason,geo_country,user_agent,flag,notes
2024-11-14 06:20:14,EVT-000061,user_5951,Blessing Chukwuoke,SESSION_REFRESH,24.78.127.30,MOB-2911-CC,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:20:23,EVT-000062,user_1439,Morenike Iorfa,LOGOUT,24.201.230.204,MOB-5942-DD,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:21:04,EVT-000063,user_9395,Uzoma Olawale,LOGIN,70.153.154.201,MOB-1430-BB,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:21:16,EVT-000064,user_4866,Ruth Imeokparia,MFA_CHALLENGE,24.155.40.174,MOB-7001-FF,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:21:20,EVT-000065,user_4290,Hauwa Akindayo,TOKEN_REFRESHED,198.189.178.163,MOB-3910-ZZ,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:21:40,EVT-000066,user_9214,Femi Eze,LOGOUT,70.130.166.45,MOB-8381-BB,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:21:44,EVT-000067,user_2234,Gbemi Ikhine,LOGOUT,207.222.249.161,MOB-9095-XY,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:22:02,EVT-000068,user_4971,Chisom Alao,LOGOUT,142.175.197.141,MOB-5592-ZZ,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:22:09,EVT-000069,user_6523,Deborah Ajibola,LOGOUT,70.48.252.36,MOB-4164-CC,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:22:43,EVT-000070,user_3927,UNKNOWN,LOGIN,194.22.79.180,UNK-3837,FALSE,ACCOUNT_NOT_FOUND,UNKNOWN,python-requests/2.28.0,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:22:58,EVT-000071,user_2217,Chibundo Isah,LOGOUT,70.182.39.3,MOB-1794-AA,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:23:01,EVT-000072,user_2217,Chibundo Isah,TOKEN_REFRESHED,142.216.162.60,MOB-1794-AA,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:23:29,EVT-000073,user_4090,Mercy Adewale,LOGOUT,24.82.191.122,MOB-7274-DD,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:23:43,EVT-000074,user_9827,Sola Akinola,LOGOUT,70.35.247.193,MOB-5794-EE,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:24:16,EVT-000075,user_3116,Chinyere Famurewa,LOGOUT,24.112.5.118,MOB-4770-KL,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:24:38,EVT-000076,user_7850,Funmi Afolabi,SESSION_REFRESH,198.128.6.24,MOB-6364-MN,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:25:01,EVT-000077,user_2525,UNKNOWN,LOGIN,182.223.248.239,UNK-5453,FALSE,CAPTCHA_REQUIRED,BR,Medusa/2.2,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:25:13,EVT-000078,user_4804,Fatima Ilori,LOGIN,24.231.206.120,MOB-5161-XY,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:25:19,EVT-000079,user_8298,Rebecca Eze,SESSION_REFRESH,24.102.66.210,MOB-8429-CC,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:26:15,EVT-000080,user_2210,Somto Akinwunmi,LOGIN,129.99.219.124,MOB-5901-ZZ,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:26:23,EVT-000081,user_4396,UNKNOWN,LOGIN,247.169.22.154,UNK-2332,FALSE,CAPTCHA_REQUIRED,CN,Medusa/2.2,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:26:40,EVT-000082,user_5403,UNKNOWN,LOGIN,130.199.209.152,UNK-9867,FALSE,CAPTCHA_REQUIRED,IN,Hydra/9.4,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:26:57,EVT-000083,user_5291,Yemi Wilson,SESSION_REFRESH,70.242.227.177,MOB-8239-KL,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:27:26,EVT-000084,user_1842,Temi Ifeanyi,LOGIN,129.40.169.124,MOB-6119-FF,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:27:49,EVT-000085,user_3181,Daniel Ishola,LOGIN,64.90.185.55,MOB-3340-BB,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:28:22,EVT-000086,user_8734,Emeka Ajibade,SESSION_REFRESH,174.96.229.98,MOB-7698-CC,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:28:22,EVT-000087,user_7899,UNKNOWN,LOGIN,28.146.166.32,UNK-9714,FALSE,INVALID_PASSWORD,RU,curl/7.88,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:29:14,EVT-000088,user_5291,UNKNOWN,LOGIN,190.26.44.89,UNK-4939,FALSE,ACCOUNT_NOT_FOUND,IR,python-requests/2.28.0,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:29:20,EVT-000089,user_8430,Onyeka Chukwurah,LOGIN,207.171.66.96,MOB-2557-FF,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:29:43,EVT-000090,user_5961,Biodun Adeyinka,LOGOUT,70.115.254.154,MOB-3525-ZZ,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:30:07,EVT-000091,user_4048,Bilkisu Falana,LOGIN,198.199.67.181,MOB-7340-KL,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:30:52,EVT-000092,user_3927,Hadiza Olawale,LOGOUT,24.154.83.126,MOB-5889-KL,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:31:07,EVT-000093,user_5469,UNKNOWN,LOGIN,53.202.158.240,UNK-1050,FALSE,ACCOUNT_NOT_FOUND,CN,Medusa/2.2,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:31:19,EVT-000094,user_8075,Bunmi Ita,SESSION_REFRESH,198.205.64.183,MOB-7227-BB,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:31:32,EVT-000095,user_5476,Chidi Alade,LOGIN,64.95.237.205,MOB-8159-ZZ,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:32:04,EVT-000096,user_3937,Dele Adeleke,MFA_CHALLENGE,129.159.135.65,MOB-9591-CC,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:32:05,EVT-000097,user_1998,Aliyu Idowu,MFA_CHALLENGE,174.202.135.82,MOB-3869-ZZ,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:32:14,EVT-000098,user_1916,Ade Nwosu,TOKEN_REFRESHED,70.55.234.242,MOB-6168-ZZ,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:32:23,EVT-000099,user_9363,Faith Chukwu,LOGIN,207.90.187.246,MOB-9693-KL,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:32:25,EVT-000100,user_2330,Ngozi Imeokparia,SESSION_REFRESH,198.165.245.78,MOB-5336-DD,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:32:33,EVT-000101,user_1916,Ade Nwosu,TOKEN_REFRESHED,70.55.234.242,MOB-6168-ZZ,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:32:43,EVT-000102,user_6727,Sandra Chukwurah,SESSION_REFRESH,207.58.8.82,MOB-1872-ZZ,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:32:46,EVT-000103,user_9094,Sandra Alabi,LOGOUT,70.80.102.184,MOB-7044-XY,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:33:01,EVT-000104,user_4898,UNKNOWN,LOGIN,36.165.249.195,UNK-4334,FALSE,RATE_LIMITED,IR,curl/7.88,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:33:33,EVT-000105,user_7046,Aisha Fasola,PASSWORD_CHANGE,198.79.65.60,MOB-9698-FF,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:33:37,EVT-000106,user_1349,Uche Akinwale,LOGOUT,129.151.56.209,MOB-4990-CC,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:33:41,EVT-000107,user_6053,Rotimi Alabi,SESSION_REFRESH,64.195.215.82,MOB-9401-XY,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:34:07,EVT-000108,user_4290,Hauwa Akindayo,LOGOUT,64.248.148.201,MOB-3910-ZZ,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:34:34,EVT-000109,user_5708,Ade Osei,MFA_CHALLENGE,70.114.43.178,MOB-2480-ZZ,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:35:35,EVT-000110,user_2761,Chizaram Savage,LOGIN,129.93.142.74,MOB-5333-FF,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:35:36,EVT-000111,user_8569,Uzoma Adeyinka,MFA_CHALLENGE,64.161.114.195,MOB-4073-KL,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:35:54,EVT-000112,user_1319,Shade Alabi,SESSION_REFRESH,129.225.146.243,MOB-6038-DD,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:36:00,EVT-000113,user_5891,Ololade Idowu,MFA_CHALLENGE,64.89.86.142,MOB-9022-CC,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:37:26,EVT-000114,user_7850,Funmi Afolabi,LOGOUT,207.49.196.41,MOB-6364-MN,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:37:34,EVT-000115,user_8873,Oluwafunmilayo Alade,LOGIN,198.22.196.42,MOB-2680-KL,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:38:10,EVT-000116,user_8138,Garba Chukwunenye,LOGOUT,198.191.87.57,MOB-9584-BB,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:38:15,EVT-000117,user_1187,Rotimi Inyang,LOGIN,70.120.79.41,MOB-6890-DD,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:39:19,EVT-000118,user_9395,Uzoma Olawale,LOGIN,70.153.154.201,MOB-1430-BB,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:39:31,EVT-000119,user_1878,UNKNOWN,LOGIN,146.147.156.145,UNK-4355,FALSE,CAPTCHA_REQUIRED,RU,curl/7.88,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:39:35,EVT-000120,user_3868,Olamide Ita,LOGOUT,142.208.35.17,MOB-8612-XY,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:39:53,EVT-000121,user_6383,UNKNOWN,LOGIN,194.22.79.180,UNK-6112,FALSE,ACCOUNT_NOT_FOUND,UNKNOWN,python-requests/2.28.0,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:40:43,EVT-000122,user_8532,David Agu,LOGIN,64.120.112.212,MOB-8135-CC,FALSE,ACCOUNT_TEMPORARILY_LOCKED,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:40:47,EVT-000123,user_2294,Ramatu Adegbola,SESSION_REFRESH,174.151.163.196,MOB-3545-KL,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:41:24,EVT-000124,user_2419,Olu Ehigie,LOGOUT,174.87.8.127,MOB-4995-XY,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:41:28,EVT-000125,user_8075,Bunmi Ita,LOGIN,70.22.69.40,MOB-7227-BB,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:41:37,EVT-000126,user_8734,Emeka Ajibade,LOGIN,174.96.229.98,MOB-7698-CC,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:41:49,EVT-000127,user_2298,Afolabi Adeyinka,LOGOUT,174.29.199.74,MOB-4533-CC,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:42:03,EVT-000128,user_8311,Tola Ihejirika,LOGIN,70.35.219.19,MOB-5678-XY,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:42:35,EVT-000129,user_4328,Amarachi Akindayo,SESSION_REFRESH,174.76.40.51,MOB-7781-AA,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:42:41,EVT-000130,user_7167,Bunmi Asante,LOGOUT,129.77.220.182,MOB-9813-XY,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:42:56,EVT-000131,user_9796,James Ilori,LOGIN,207.43.166.157,MOB-2392-BB,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:43:12,EVT-000132,user_7624,Joseph Adegbite,LOGIN,24.22.165.110,MOB-8657-CC,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:43:17,EVT-000133,user_9317,Elijah Fasanya,LOGIN,142.153.97.40,MOB-9626-AA,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:43:48,EVT-000134,user_5956,Peter Inyang,MFA_CHALLENGE,198.239.170.27,MOB-9666-AA,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:46:50,EVT-000135,user_2235,Somto Fasola,LOGOUT,129.43.105.125,MOB-2604-AA,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:47:33,EVT-000136,user_3041,UNKNOWN,LOGIN,53.66.231.42,UNK-3097,FALSE,ACCOUNT_NOT_FOUND,CN,Medusa/2.2,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:47:34,EVT-000137,user_9369,Ikenna Chukwurah,SESSION_REFRESH,142.143.43.126,MOB-3258-MN,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:48:03,EVT-000138,user_6383,UNKNOWN,LOGIN,37.75.24.93,UNK-3459,FALSE,RATE_LIMITED,IN,Hydra/9.4,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:49:19,EVT-000139,user_2139,Ngozi Iorfa,LOGOUT,129.222.26.98,MOB-4733-EE,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:49:37,EVT-000140,user_9796,James Ilori,LOGOUT,207.43.166.157,MOB-2392-BB,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:49:44,EVT-000141,user_6582,Bunmi Adeyinka,LOGOUT,70.103.126.19,MOB-5136-XY,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:50:22,EVT-000142,user_7482,UNKNOWN,LOGIN,56.171.135.244,UNK-1463,FALSE,INVALID_PASSWORD,UNKNOWN,Hydra/9.4,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:51:17,EVT-000143,user_8972,Ahmed Isah,LOGIN,174.253.154.15,MOB-6053-AA,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:51:24,EVT-000144,user_2525,UNKNOWN,LOGIN,12.239.53.175,UNK-4333,FALSE,RATE_LIMITED,UNKNOWN,sqlmap/1.7,BACKGROUND_BRUTE_FORCE,Background credential attack noise
2024-11-14 06:51:53,EVT-000145,user_3815,Solomon Ihenyen,SESSION_REFRESH,174.217.28.63,MOB-8538-FF,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:53:07,EVT-000146,user_7916,James Obiora,TOKEN_REFRESHED,198.197.165.88,MOB-7304-ZZ,TRUE,,CA,ReytsApp/2.1 iOS,,
2024-11-14 06:53:34,EVT-000147,user_3927,Hadiza Olawale,LOGOUT,129.40.96.196,MOB-5889-KL,TRUE,,CA,ReytsApp/1.9 iOS,,
2024-11-14 06:53:36,EVT-000148,user_9796,James Ilori,MFA_CHALLENGE,207.43.166.157,MOB-2392-BB,TRUE,,CA,ReytsApp/2.3 Android,,
2024-11-14 06:54:16,EVT-000149,user_6411,Daniel Adeola,LOGIN,129.14.69.97,MOB-8369-FF,TRUE,,CA,ReytsApp/2.2 Android,,
2024-11-14 06:54:29,EVT-000150,user_1567,Peter Ihenyen,LOGIN,24.23.72.99,MOB-5026-EE,FALSE,ACCOUNT_TEMPORARILY_LOCKED,CA,ReytsApp/2.2 Android,,
